"订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码"
="1338876507734684184","【狂欢价】THE LAUNDRESS衣物香氛喷雾-婴儿香氛125ml衣物香水","100.00","1","LAB-012","null","null","null","卖家已发货，等待买家确认","LAB-012"
="1338876507734684184","【狂欢价】THE LAUNDRESS衣物除皱喷雾60ml*2","160.00","1","LA-LASMS-014","null","null","null","卖家已发货，等待买家确认","LA-LASMS-014"
="1217406698634424522","【狂欢价】THE LAUNDRESS经典洗衣精1L棉麻衣物洗护植物酵素内衣洗衣液","210.00","1","LAS-001","null","null","null","卖家已发货，等待买家确认","LAS-001"
="1217371956846696218","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1217359791561907105","【天猫福宝】去渍洗衣液 THE LAUNDRESS衣物去渍清洁洗衣液60ml","90.00","1","67000003","null","null","null","交易成功","67000003"
="1337732424218632054","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338888819345076841","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338881727699463780","【狂欢价】THE LAUNDRESS衣物柔软精-婴儿香氛475ml宝宝衣物柔顺剂","190.00","3","LAB-008","null","null","null","卖家已发货，等待买家确认","LAB-008"
="1338493141154501067","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","3","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338727286016754463","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1217367889688091004","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","1","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
="1217318496284321424","【狂欢价】THE LAUNDRESS衣物柔软精-经典香氛衣物柔顺剂安心温和","190.00","1","LAS-008","null","null","null","卖家已发货，等待买家确认","LAS-008"
="1337706144299515151","【狂欢价】THE LAUNDRESS衣物柔软精-经典香氛衣物柔顺剂安心温和","190.00","1","LAS-008","null","null","null","卖家已发货，等待买家确认","LAS-008"
="1338897423012730961","【狂欢价】THE LAUNDRESS经典洗衣精1L棉麻衣物洗护植物酵素内衣洗衣液","210.00","2","LAS-001","null","null","null","卖家已发货，等待买家确认","LAS-001"
="1338897423012730961","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","2","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338832515435083186","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","1","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
="1338832515435083186","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338513013999052850","THE LAUNDRESS婴儿宝宝衣物洗衣液囤货套组洗衣精X3瓶洗涤剂","710.00","1","LA20200923029","净含量：婴儿1L*2+去渍475ml","null","null","交易成功","LA20200923029"
="1338796011337551698","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","1","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
="1338472693561191141","【狂欢价】THE LAUNDRESS衣物柔软精-经典香氛衣物柔顺剂安心温和","190.00","1","LAS-008","null","null","null","卖家已发货，等待买家确认","LAS-008"
="1338535801513450582","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338847527999974490","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","2","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1217366449126933402","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","1","LAL-005","null","null","null","卖家已发货，等待买家确认","LAL-005"
="1217366449126933402","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338719834476099543","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","3","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338718322548685154","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1338874923815709767","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1338734666464032660","【狂欢价】THE LAUNDRESS衣物去渍清洁液475ml清洁污渍酵素浓缩洗衣液","190.00","1","LAS-020","null","null","null","卖家已发货，等待买家确认","LAS-020"
="1337675040951600680","【狂欢价】THE LAUNDRESS白色衣物专用亮色洗衣精1L白衣服护色亮色洗衣液","210.00","1","LAS-002","null","null","null","卖家已发货，等待买家确认","LAS-002"
="1337675832853182595","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","1","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
="1338370131153254792","【狂欢价】THE LAUNDRESS专衣专护随心购两件组B羊毛细致内衣去渍清洁洗衣液","480.00","1","LA20201030002","净含量：细致+羊毛羊绒","null","null","卖家已发货，等待买家确认","LA20201030002"
="1338370131153254792","【狂欢价】THE LAUNDRESS口碑星品随心购两件组A经典棉麻婴儿浓缩香氛洗衣液","520.00","1","LA20200923005","净含量：经典+白色","null","null","卖家已发货，等待买家确认","LA20200923005"
="1337639832430134335","【狂欢价】THE LAUNDRESS衣物柔软精-经典香氛衣物柔顺剂安心温和","190.00","2","LAS-008","null","null","null","卖家已发货，等待买家确认","LAS-008"
="1337639832430134335","【狂欢价】THE LAUNDRESS经典洗衣精1L棉麻衣物洗护植物酵素内衣洗衣液","210.00","1","LAS-001","null","null","null","卖家已发货，等待买家确认","LAS-001"
="1217403134925364003","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","1","LAL-005","null","null","null","交易成功","LAL-005"
="1217403134925364003","【狂欢价】THE LAUNDRESS羊毛羊绒专用香氛喷雾125ml除味剂减轻火锅味异味","100.00","2","LAC-014","null","null","null","交易成功","LAC-014"
="1337686668223665751","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1219562870514228899","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","1","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
="1338890439782589473","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","2","LAL-005","null","null","null","卖家已发货，等待买家确认","LAL-005"
="1338825351820518228","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","3","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
="1337669208449364765","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","1","LAL-005","null","null","null","交易成功","LAL-005"
="1337669208449364765","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","2","LAC-006","null","null","null","交易成功","LAC-006"
="1337692320892549161","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","交易关闭","LAC-006"
="1338481729148210542","【狂欢价】THE LAUNDRESS婴儿洗衣精-无香型初生儿宝宝专用洗衣液洗涤剂","210.00","1","LABC-004U","null","null","null","卖家已发货，等待买家确认","LABC-004U"
="1338513769951247456","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","2","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
="1337687352435000936","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","1","LAL-005","null","null","null","卖家已发货，等待买家确认","LAL-005"
="1337687352435000936","【狂欢价】THE LAUNDRESS深色衣物专用护色洗衣精1L护色增艳洗衣液","210.00","1","LAS-003","null","null","null","卖家已发货，等待买家确认","LAS-003"
="1337687352435000936","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1337687352435000936","【狂欢价】THE LAUNDRESS牛仔布料洗衣精475ml护色洗衣剂","190.00","1","LAS-019","null","null","null","卖家已发货，等待买家确认","LAS-019"
="1217389238334862708","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1217389238334862708","【双11新会员礼】去渍15ml+经典15ml 1分钱付邮试用限2小时内付款","50.00","1","LA20201010001","null","null","null","卖家已发货，等待买家确认","LA20201010001"
="1217348017483680916","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338486193181698784","【狂欢价】THE LAUNDRESS衣物柔软精-婴儿香氛475ml宝宝衣物柔顺剂","190.00","2","LAB-008","null","null","null","卖家已发货，等待买家确认","LAB-008"
="1338486193181698784","【狂欢价】THE LAUNDRESS衣物柔软精-经典香氛衣物柔顺剂安心温和","190.00","1","LAS-008","null","null","null","卖家已发货，等待买家确认","LAS-008"
="1338486193181698784","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338496741761093040","【狂欢价】THE LAUNDRESS专衣专护随心购两件组B羊毛细致内衣去渍清洁洗衣液","480.00","1","LA20201030012","净含量：羊毛羊绒+运动","null","null","交易成功","LA20201030012"
="1217322205115386121","【天猫福宝】去渍洗衣液 THE LAUNDRESS衣物去渍清洁洗衣液60ml","90.00","1","67000003","null","null","null","交易成功","67000003"
="1217370986174933607","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338719870214527536","【狂欢价】THE LAUNDRESS白色衣物专用亮色洗衣精1L白衣服护色亮色洗衣液","210.00","1","LAS-002","null","null","null","卖家已发货，等待买家确认","LAS-002"
="1217347368187727314","【狂欢价】THE LAUNDRESS口碑星品随心购两件组A经典棉麻婴儿浓缩香氛洗衣液","520.00","1","LA20200923005","净含量：经典+白色","null","null","卖家已发货，等待买家确认","LA20200923005"
="1338731750516572064","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1338717602057883747","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","1","LAL-005","null","null","null","卖家已发货，等待买家确认","LAL-005"
="1338717602057883747","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338849543468261939","【狂欢价】THE LAUNDRESS经典洗衣精1L棉麻衣物洗护植物酵素内衣洗衣液","210.00","3","LAS-001","null","null","null","卖家已发货，等待买家确认","LAS-001"
="1338469417726052850","【狂欢价】THE LAUNDRESS婴儿洗衣精-无香型初生儿宝宝专用洗衣液洗涤剂","210.00","1","LABC-004U","null","null","null","交易关闭","LABC-004U"
="1338703094669233688","【狂欢价】THE LAUNDRESS衣物去渍清洁液475ml清洁污渍酵素浓缩洗衣液","190.00","1","LAS-020","null","null","null","卖家已发货，等待买家确认","LAS-020"
="1338703094669233688","【狂欢价】THE LAUNDRESS深色衣物专用护色洗衣精1L护色增艳洗衣液","210.00","1","LAS-003","null","null","null","卖家已发货，等待买家确认","LAS-003"
="1338703094669233688","【狂欢价】THE LAUNDRESS经典洗衣精1L棉麻衣物洗护植物酵素内衣洗衣液","210.00","1","LAS-001","null","null","null","卖家已发货，等待买家确认","LAS-001"
="1338697442682223342","【狂欢价】THE LAUNDRESS专衣专护随心购两件组B羊毛细致内衣去渍清洁洗衣液","480.00","1","LA20201030006","净含量：去渍+羊毛羊绒","null","null","卖家已发货，等待买家确认","LA20201030006"
="1217367241506056821","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","2","LAL-005","null","null","null","卖家已发货，等待买家确认","LAL-005"
="1338503905642558259","【狂欢价】THE LAUNDRESS专衣专护随心购两件组B羊毛细致内衣去渍清洁洗衣液","480.00","1","LA20201030002","净含量：细致+羊毛羊绒","null","null","卖家已发货，等待买家确认","LA20201030002"
="1338726422022630169","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","1","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
="1338726422022630169","【狂欢价】THE LAUNDRESS衣物柔软精-婴儿香氛475ml宝宝衣物柔顺剂","190.00","1","LAB-008","null","null","null","卖家已发货，等待买家确认","LAB-008"
="1337692140738875487","【狂欢价】THE LAUNDRESS经典洗衣精1L棉麻衣物洗护植物酵素内衣洗衣液","210.00","1","LAS-001","null","null","null","卖家已发货，等待买家确认","LAS-001"
="1338462397271598674","【狂欢价】THE LAUNDRESS深色衣物专用护色洗衣精1L护色增艳洗衣液","210.00","1","LAS-003","null","null","null","卖家已发货，等待买家确认","LAS-003"
